,,,Struggling Index,Suffering Index,Thriving Index,Health Problems,,,,Count On to Help,,,,Experience Calmness Yesterday,,,,Feel at Peace With Life,,,,Exciting Life or Calm Life,,,,,,Various Aspects of Life in Balance,,,,Main Purpose in Life,,,,,,,Focus on Taking Care of Themselves or Taking Care of Others,,,,,,Enjoy the Work You Do Every Day,,,,Work Significantly Improves the Lives of Others Outside of Household,,,,Many Choices in Type of Work,,,
,,65+,71.60%,4.80%,23.60%,32.30%,67.70%,0.00%,0.00%,95.60%,4.40%,0.00%,0.00%,78.20%,21.00%,0.80%,0.00%,90.50%,7.70%,1.80%,0.00%,22.00%,68.30%,8.00%,0.70%,0.90%,0.20%,82.20%,14.10%,3.80%,0.00%,20.90%,66.70%,5.40%,6.20%,0.70%,0.10%,0.00%,30.60%,40.00%,26.10%,1.70%,1.60%,0.00%,60.90%,33.40%,0.00%,5.70%,57.20%,42.80%,0.00%,0.00%,46.70%,47.30%,6.10%,0.00%
,Gender,Male,62.50%,3.80%,33.60%,16.60%,83.40%,0.00%,0.00%,92.30%,7.70%,0.00%,0.00%,73.90%,26.00%,0.20%,0.00%,81.80%,16.00%,1.50%,0.70%,21.00%,68.70%,8.30%,1.30%,0.60%,0.10%,72.50%,25.20%,2.00%,0.20%,25.40%,59.40%,10.70%,3.60%,0.50%,0.30%,0.20%,33.80%,42.20%,19.40%,2.80%,1.60%,0.20%,88.30%,10.30%,0.90%,0.50%,75.00%,24.40%,0.30%,0.30%,59.80%,38.30%,1.90%,0.00%
,,Female,63.50%,2.70%,33.80%,17.90%,81.60%,0.00%,0.50%,96.30%,3.00%,0.70%,0.00%,72.00%,25.60%,2.30%,0.20%,87.10%,11.50%,0.80%,0.60%,19.40%,73.60%,4.80%,1.30%,0.40%,0.60%,76.70%,19.50%,2.80%,0.90%,16.40%,70.50%,6.40%,5.10%,1.10%,0.00%,0.50%,32.00%,38.30%,26.90%,1.70%,0.50%,0.50%,79.60%,19.90%,0.50%,0.00%,81.50%,17.30%,1.20%,0.00%,62.40%,35.40%,2.20%,0.00%
,Employment Status,Employed full time for an employer,56.30%,2.50%,41.20%,7.70%,92.30%,0.00%,0.00%,95.00%,4.00%,1.00%,0.00%,72.90%,26.10%,1.00%,0.00%,85.70%,12.50%,1.30%,0.50%,17.50%,74.80%,6.10%,0.90%,0.70%,0.10%,75.80%,22.50%,1.70%,0.00%,25.40%,62.70%,9.50%,1.90%,0.50%,0.00%,0.00%,39.00%,35.30%,22.50%,2.60%,0.30%,0.20%,86.30%,13.00%,0.70%,0.00%,79.40%,20.10%,0.40%,0.00%,64.70%,34.30%,1.00%,0.00%
,,Employed full time for self,67.70%,4.50%,27.70%,3.60%,96.40%,0.00%,0.00%,92.80%,7.20%,0.00%,0.00%,81.40%,17.50%,0.00%,1.10%,79.70%,14.60%,2.70%,3.00%,14.60%,81.10%,4.30%,0.00%,0.00%,0.00%,80.00%,18.60%,1.40%,0.00%,17.10%,60.00%,12.60%,8.90%,1.50%,0.00%,0.00%,35.00%,34.10%,30.90%,0.00%,0.00%,0.00%,84.20%,14.40%,0.00%,1.30%,87.20%,12.80%,0.00%,0.00%,55.40%,39.30%,5.30%,0.00%
,,Employed part time do not want full time,66.80%,0.00%,33.20%,12.70%,87.30%,0.00%,0.00%,95.40%,4.60%,0.00%,0.00%,71.90%,23.00%,5.10%,0.00%,75.50%,22.80%,1.60%,0.00%,25.10%,69.10%,0.00%,4.40%,1.40%,0.00%,67.50%,29.60%,2.90%,0.00%,23.50%,59.90%,5.50%,6.70%,4.40%,0.00%,0.00%,28.30%,32.90%,37.00%,1.80%,0.00%,0.00%,80.90%,17.60%,1.50%,0.00%,63.00%,28.90%,5.90%,2.20%,52.30%,40.00%,7.70%,0.00%
,,Unemployed,63.60%,8.60%,27.70%,14.10%,85.90%,0.00%,0.00%,94.90%,5.10%,0.00%,0.00%,62.20%,37.80%,0.00%,0.00%,77.90%,22.10%,0.00%,0.00%,26.40%,55.70%,12.30%,5.70%,0.00%,0.00%,57.80%,35.70%,4.20%,2.20%,10.70%,72.90%,3.20%,10.00%,1.50%,1.80%,0.00%,36.30%,34.20%,21.10%,5.70%,2.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,Employed part time want full time,60.90%,8.90%,30.20%,15.80%,84.20%,0.00%,0.00%,96.10%,3.90%,0.00%,0.00%,52.80%,47.20%,0.00%,0.00%,65.60%,34.40%,0.00%,0.00%,13.40%,72.80%,13.80%,0.00%,0.00%,0.00%,50.20%,43.90%,5.90%,0.00%,38.50%,53.30%,8.20%,0.00%,0.00%,0.00%,0.00%,19.80%,62.00%,18.20%,0.00%,0.00%,0.00%,66.70%,29.30%,2.10%,1.80%,51.60%,48.40%,0.00%,0.00%,38.70%,61.30%,0.00%,0.00%
,,Out of workforce,67.40%,2.90%,29.70%,27.60%,71.80%,0.00%,0.60%,93.90%,6.10%,0.00%,0.00%,74.20%,24.20%,1.60%,0.00%,87.10%,11.50%,0.90%,0.60%,22.50%,68.80%,6.40%,1.10%,0.50%,0.70%,77.10%,19.20%,2.80%,1.00%,17.60%,68.10%,7.80%,5.00%,0.60%,0.10%,0.80%,28.60%,44.80%,22.30%,2.10%,1.70%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,Per Capita Income Quintiles,Poorest 20%,67.90%,3.30%,28.80%,17.60%,81.10%,0.00%,1.30%,93.70%,6.30%,0.00%,0.00%,66.90%,33.10%,0.00%,0.00%,79.30%,18.40%,1.10%,1.30%,21.80%,68.80%,7.10%,1.00%,0.00%,1.30%,67.20%,30.10%,0.50%,2.30%,16.10%,66.40%,9.30%,5.60%,0.80%,0.50%,1.30%,25.00%,45.70%,25.10%,2.20%,0.70%,1.30%,79.20%,20.20%,0.00%,0.60%,70.70%,29.30%,0.00%,0.00%,60.90%,39.10%,0.00%,0.00%
,,Second 20%,64.50%,6.90%,28.70%,23.30%,76.70%,0.00%,0.00%,93.90%,4.60%,1.50%,0.00%,74.70%,24.10%,1.20%,0.00%,86.70%,12.40%,0.90%,0.00%,16.80%,75.80%,6.50%,0.80%,0.00%,0.00%,76.40%,20.10%,3.50%,0.00%,20.40%,61.60%,8.60%,7.80%,1.60%,0.00%,0.00%,30.70%,44.90%,20.70%,2.10%,1.60%,0.00%,81.90%,16.10%,2.00%,0.00%,76.40%,22.10%,1.50%,0.00%,59.00%,38.60%,2.40%,0.00%
,,Middle 20%,61.90%,2.20%,36.00%,16.40%,83.60%,0.00%,0.00%,98.00%,1.90%,0.10%,0.00%,67.80%,29.00%,2.70%,0.40%,84.40%,15.30%,0.00%,0.20%,23.10%,68.70%,7.10%,0.00%,0.70%,0.40%,73.10%,22.00%,4.30%,0.60%,17.20%,72.60%,7.50%,2.20%,0.50%,0.00%,0.00%,37.40%,36.90%,23.10%,2.40%,0.20%,0.00%,88.20%,10.40%,1.40%,0.00%,78.50%,19.10%,1.50%,0.90%,60.30%,38.80%,0.90%,0.00%
,,Fourth 20%,59.40%,2.70%,37.90%,13.20%,86.80%,0.00%,0.00%,94.50%,5.30%,0.20%,0.00%,72.90%,26.20%,0.90%,0.00%,85.80%,12.00%,2.20%,0.00%,17.90%,73.30%,5.70%,2.90%,0.20%,0.00%,77.60%,20.60%,1.80%,0.00%,28.20%,59.70%,7.30%,3.70%,0.70%,0.00%,0.40%,36.50%,32.30%,28.00%,2.60%,0.60%,0.00%,90.70%,9.30%,0.00%,0.00%,81.40%,18.10%,0.50%,0.00%,65.20%,30.40%,4.40%,0.00%
,,Richest 20%,61.60%,1.30%,37.10%,15.90%,84.10%,0.00%,0.00%,91.80%,8.20%,0.00%,0.00%,82.20%,16.30%,1.50%,0.00%,86.40%,10.40%,1.40%,1.70%,21.40%,69.60%,5.90%,1.70%,1.50%,0.00%,79.20%,18.60%,2.10%,0.00%,21.70%,65.70%,9.50%,2.50%,0.40%,0.20%,0.00%,34.70%,41.20%,19.50%,2.10%,2.10%,0.40%,82.30%,16.30%,0.50%,0.90%,81.30%,18.50%,0.30%,0.00%,58.80%,39.00%,2.30%,0.00%
,Feelings About Household Income,Living comfortably on present income,57.20%,1.30%,41.50%,9.50%,90.50%,0.00%,0.00%,96.30%,3.70%,0.00%,0.00%,78.40%,19.30%,2.00%,0.30%,91.80%,6.40%,1.00%,0.70%,18.80%,73.30%,5.70%,1.60%,0.40%,0.10%,84.40%,12.70%,2.90%,0.00%,25.30%,62.10%,9.00%,3.10%,0.50%,0.00%,0.00%,32.60%,40.50%,22.90%,2.30%,1.70%,0.00%,86.50%,12.80%,0.60%,0.00%,78.50%,20.00%,1.10%,0.40%,59.80%,37.70%,2.60%,0.00%
,,Getting by on present income,62.80%,1.50%,35.70%,16.20%,83.80%,0.00%,0.00%,95.30%,4.60%,0.10%,0.00%,75.70%,23.60%,0.70%,0.00%,84.50%,13.80%,1.40%,0.40%,21.60%,69.60%,7.00%,1.00%,0.70%,0.10%,74.70%,22.00%,2.60%,0.70%,20.80%,65.70%,9.00%,3.90%,0.60%,0.10%,0.00%,32.70%,41.80%,22.40%,2.40%,0.50%,0.20%,87.90%,10.60%,0.80%,0.70%,81.90%,18.00%,0.10%,0.00%,61.40%,37.10%,1.50%,0.00%
,,Finding it difficult on present income,74.50%,8.10%,17.40%,28.20%,71.80%,0.00%,0.00%,94.20%,5.80%,0.00%,0.00%,64.60%,33.60%,1.90%,0.00%,83.20%,15.70%,1.10%,0.00%,18.10%,75.90%,5.10%,0.90%,0.00%,0.00%,69.40%,28.60%,2.00%,0.00%,16.30%,71.10%,7.90%,3.50%,1.20%,0.00%,0.00%,36.40%,32.60%,29.20%,0.30%,1.40%,0.00%,77.80%,21.50%,0.70%,0.00%,68.20%,30.20%,1.60%,0.00%,63.40%,34.10%,2.50%,0.00%
,,Finding it very difficult on present income,64.60%,19.10%,16.20%,38.20%,61.80%,0.00%,0.00%,69.60%,23.10%,7.30%,0.00%,46.80%,53.20%,0.00%,0.00%,39.90%,60.10%,0.00%,0.00%,19.80%,64.80%,11.60%,3.90%,0.00%,0.00%,25.50%,74.50%,0.00%,0.00%,8.70%,59.90%,1.40%,24.00%,3.80%,2.30%,0.00%,29.30%,45.50%,16.30%,8.90%,0.00%,0.00%,50.70%,49.30%,0.00%,0.00%,65.90%,34.10%,0.00%,0.00%,54.40%,45.60%,0.00%,0.00%
,Urban/Rural,A rural area or on a farm,57.60%,8.50%,33.90%,20.00%,78.30%,0.00%,1.60%,94.70%,3.40%,1.90%,0.00%,69.60%,28.80%,1.10%,0.50%,84.00%,12.30%,2.10%,1.60%,16.30%,73.60%,5.60%,2.90%,0.00%,1.60%,71.90%,24.30%,2.10%,1.60%,15.90%,73.60%,4.10%,4.20%,0.60%,0.00%,1.60%,34.10%,38.80%,22.60%,2.40%,0.40%,1.60%,86.30%,13.00%,0.70%,0.00%,79.50%,19.20%,0.40%,0.90%,57.60%,41.50%,0.90%,0.00%
,,A small town or villAge,64.20%,3.10%,32.80%,19.70%,80.30%,0.00%,0.00%,94.70%,5.30%,0.00%,0.00%,76.50%,22.90%,0.60%,0.00%,84.60%,13.90%,1.00%,0.50%,17.70%,76.10%,5.20%,0.70%,0.10%,0.10%,75.20%,22.90%,1.90%,0.00%,18.50%,69.30%,7.10%,4.40%,0.40%,0.20%,0.00%,32.30%,41.90%,22.60%,2.10%,1.10%,0.00%,88.10%,11.90%,0.00%,0.00%,78.10%,21.10%,0.80%,0.00%,59.30%,37.90%,2.70%,0.00%
,,A large city,61.20%,2.00%,36.80%,12.20%,87.80%,0.00%,0.00%,93.00%,6.80%,0.20%,0.00%,73.90%,24.80%,1.30%,0.00%,84.70%,13.40%,1.40%,0.50%,26.40%,62.10%,9.50%,0.60%,1.10%,0.20%,75.90%,20.30%,3.30%,0.50%,24.30%,61.80%,9.90%,3.00%,1.00%,0.00%,0.00%,28.10%,41.40%,26.80%,2.10%,1.30%,0.40%,85.50%,12.00%,2.10%,0.50%,77.80%,21.00%,1.20%,0.00%,61.00%,36.60%,2.40%,0.00%
,,A suburb of a large city,67.90%,0.30%,31.80%,14.30%,85.70%,0.00%,0.00%,95.40%,4.60%,0.00%,0.00%,64.50%,32.20%,3.30%,0.00%,84.50%,15.20%,0.00%,0.30%,22.10%,68.90%,5.70%,2.30%,1.00%,0.00%,74.00%,21.70%,3.10%,1.30%,27.20%,49.20%,15.00%,6.70%,1.80%,0.20%,0.00%,41.50%,33.70%,20.80%,2.90%,1.00%,0.00%,69.80%,28.10%,0.80%,1.30%,75.20%,24.80%,0.00%,0.00%,69.00%,30.40%,0.60%,0.00%
Germany,Age,15-24,48.60%,1.40%,50.10%,20.40%,79.60%,0.00%,0.00%,99.80%,0.20%,0.00%,0.00%,66.00%,33.50%,0.50%,0.00%,76.70%,22.10%,1.20%,0.00%,27.30%,63.60%,2.90%,6.20%,0.00%,0.00%,69.10%,30.90%,0.00%,0.00%,21.30%,43.60%,17.30%,6.20%,7.70%,4.00%,0.00%,40.10%,43.30%,15.60%,1.00%,0.00%,0.00%,83.00%,13.20%,3.70%,0.00%,49.80%,46.40%,3.70%,0.00%,38.80%,61.20%,0.00%,0.00%
,,25-34,23.30%,0.00%,76.70%,9.20%,90.80%,0.00%,0.00%,87.60%,12.40%,0.00%,0.00%,85.80%,13.20%,1.00%,0.00%,90.50%,9.50%,0.00%,0.00%,33.50%,58.80%,5.60%,2.10%,0.00%,0.00%,73.60%,25.60%,0.80%,0.00%,41.90%,47.30%,5.00%,4.70%,1.10%,0.00%,0.00%,27.10%,52.10%,13.00%,6.10%,1.60%,0.00%,92.90%,7.10%,0.00%,0.00%,71.40%,26.50%,2.10%,0.00%,85.60%,14.10%,0.30%,0.00%
,,35-44,23.40%,6.10%,70.60%,19.50%,80.50%,0.00%,0.00%,93.10%,4.20%,2.70%,0.00%,79.60%,20.20%,0.10%,0.00%,95.80%,3.90%,0.30%,0.00%,33.80%,55.00%,5.90%,4.50%,0.80%,0.00%,76.50%,23.20%,0.30%,0.00%,38.60%,53.60%,2.40%,2.50%,0.00%,2.10%,0.70%,26.60%,58.40%,13.30%,1.50%,0.20%,0.00%,97.10%,2.60%,0.30%,0.00%,74.60%,24.70%,0.70%,0.00%,85.40%,10.90%,3.60%,0.00%
,,45-64,33.40%,2.90%,63.70%,19.10%,80.90%,0.00%,0.00%,86.70%,13.00%,0.20%,0.00%,77.40%,21.80%,0.70%,0.00%,87.00%,10.10%,1.90%,1.00%,19.80%,69.20%,8.40%,2.20%,0.30%,0.00%,81.90%,15.70%,1.60%,0.80%,42.40%,41.70%,11.20%,1.80%,1.40%,0.30%,1.10%,19.50%,58.30%,16.20%,3.60%,2.30%,0.10%,86.80%,12.60%,0.60%,0.00%,73.30%,23.40%,3.30%,0.00%,67.60%,31.70%,0.60%,0.00%
,,65+,49.60%,6.20%,44.20%,43.90%,56.10%,0.00%,0.00%,90.30%,9.70%,0.00%,0.00%,81.10%,18.10%,0.90%,0.00%,88.10%,9.40%,2.50%,0.00%,12.50%,73.50%,11.60%,2.40%,0.00%,0.00%,88.20%,9.60%,2.20%,0.00%,44.00%,35.30%,12.60%,4.00%,1.70%,2.20%,0.10%,14.10%,58.60%,19.60%,2.60%,5.00%,0.00%,98.50%,1.50%,0.00%,0.00%,80.70%,18.60%,0.60%,0.00%,66.40%,33.60%,0.00%,0.00%
,Gender,Male,37.90%,1.30%,60.70%,21.90%,78.10%,0.00%,0.00%,90.70%,9.10%,0.20%,0.00%,79.50%,19.30%,1.20%,0.00%,89.70%,8.90%,1.10%,0.30%,22.50%,67.50%,6.80%,3.10%,0.10%,0.00%,80.30%,17.80%,1.30%,0.60%,35.80%,46.80%,10.80%,3.40%,1.80%,1.10%,0.30%,21.90%,58.50%,15.10%,2.60%,1.90%,0.10%,89.60%,9.20%,1.20%,0.00%,76.30%,22.10%,1.60%,0.00%,72.40%,26.80%,0.80%,0.00%
,,Female,34.20%,5.80%,60.00%,26.50%,73.50%,0.00%,0.00%,89.50%,9.70%,0.80%,0.00%,78.00%,21.80%,0.30%,0.00%,86.60%,11.10%,1.80%,0.50%,22.80%,65.10%,8.90%,2.80%,0.40%,0.00%,80.20%,18.50%,1.30%,0.00%,44.00%,39.20%,9.20%,3.30%,1.90%,1.70%,0.80%,22.80%,53.70%,17.10%,3.60%,2.80%,0.00%,91.20%,8.70%,0.10%,0.00%,68.10%,28.70%,3.20%,0.00%,73.70%,24.80%,1.50%,0.00%
,Employment Status,Employed full time for an employer,29.70%,0.80%,69.40%,12.60%,87.40%,0.00%,0.00%,91.80%,8.00%,0.20%,0.00%,80.90%,18.80%,0.30%,0.00%,91.80%,7.30%,1.00%,0.00%,29.30%,59.50%,8.00%,2.90%,0.30%,0.00%,77.40%,21.60%,1.00%,0.00%,38.60%,50.30%,6.30%,2.80%,0.40%,0.10%,1.30%,27.50%,55.10%,15.10%,0.90%,1.50%,0.00%,92.30%,7.50%,0.20%,0.00%,74.70%,24.50%,0.80%,0.00%,76.50%,23.10%,0.50%,0.00%
,,Employed full time for self,29.70%,0.40%,70.00%,4.30%,95.70%,0.00%,0.00%,88.90%,11.10%,0.00%,0.00%,73.90%,26.10%,0.00%,0.00%,93.60%,1.30%,2.00%,3.10%,15.30%,70.40%,13.00%,0.60%,0.70%,0.00%,80.40%,10.80%,1.60%,7.10%,51.30%,41.70%,6.00%,0.40%,0.60%,0.00%,0.00%,13.00%,58.30%,19.50%,2.10%,7.10%,0.00%,87.60%,12.40%,0.00%,0.00%,78.80%,15.70%,5.40%,0.00%,77.10%,22.10%,0.90%,0.00%
,,Employed part time do not want full time,34.60%,1.40%,64.00%,19.40%,80.60%,0.00%,0.00%,84.70%,15.30%,0.00%,0.00%,74.80%,23.60%,1.60%,0.00%,97.20%,2.80%,0.00%,0.00%,24.20%,61.90%,10.40%,2.70%,0.90%,0.00%,88.10%,9.20%,2.60%,0.00%,47.10%,27.50%,20.20%,4.40%,0.00%,0.80%,0.00%,21.80%,54.30%,12.90%,7.70%,3.30%,0.00%,84.90%,13.50%,1.60%,0.00%,72.30%,22.40%,5.20%,0.00%,69.80%,26.10%,4.20%,0.00%
,,Unemployed,46.70%,12.50%,40.90%,39.80%,60.20%,0.00%,0.00%,81.80%,9.60%,8.60%,0.00%,64.30%,35.70%,0.00%,0.00%,56.20%,36.40%,7.30%,0.00%,20.50%,71.90%,2.80%,4.90%,0.00%,0.00%,45.20%,54.80%,0.00%,0.00%,23.70%,57.00%,16.00%,0.00%,3.30%,0.00%,0.00%,14.20%,54.60%,19.50%,10.80%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,Employed part time want full time,44.70%,9.90%,45.40%,9.40%,90.60%,0.00%,0.00%,95.80%,4.20%,0.00%,0.00%,69.30%,30.70%,0.00%,0.00%,87.00%,12.50%,0.60%,0.00%,5.70%,82.10%,3.50%,8.80%,0.00%,0.00%,80.80%,19.20%,0.00%,0.00%,20.20%,44.30%,17.30%,9.50%,0.00%,8.80%,0.00%,22.50%,55.90%,20.90%,0.70%,0.00%,0.00%,88.80%,8.30%,2.90%,0.00%,43.20%,49.60%,7.20%,0.00%,47.70%,51.50%,0.70%,0.00%
,,Out of workforce,41.40%,5.70%,52.80%,39.30%,60.70%,0.00%,0.00%,90.10%,9.90%,0.00%,0.00%,80.90%,18.00%,1.10%,0.00%,85.50%,12.20%,1.70%,0.60%,18.60%,71.20%,7.80%,2.40%,0.00%,0.00%,85.40%,13.10%,1.50%,0.00%,42.90%,37.40%,9.90%,3.50%,4.00%,2.30%,0.00%,19.30%,57.40%,16.50%,3.60%,3.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,Per Capita Income Quintiles,Poorest 20%,53.80%,9.30%,36.90%,30.50%,69.50%,0.00%,0.00%,88.60%,9.40%,2.00%,0.00%,72.50%,27.10%,0.40%,0.00%,76.00%,20.20%,2.70%,1.20%,23.10%,62.60%,9.20%,4.90%,0.30%,0.00%,70.10%,28.30%,1.60%,0.00%,39.40%,40.80%,9.20%,4.20%,2.40%,4.00%,0.00%,22.30%,52.00%,21.10%,4.60%,0.10%,0.00%,90.10%,8.10%,1.80%,0.00%,59.60%,37.80%,2.60%,0.00%,50.20%,45.20%,4.60%,0.00%
,,Second 20%,34.90%,2.50%,62.60%,19.90%,80.10%,0.00%,0.00%,90.50%,9.50%,0.00%,0.00%,73.60%,25.00%,1.40%,0.00%,86.50%,11.70%,1.10%,0.70%,18.40%,70.20%,6.60%,4.30%,0.60%,0.00%,79.40%,18.10%,1.00%,1.50%,36.90%,44.60%,11.00%,0.90%,3.10%,1.50%,2.00%,20.20%,58.10%,12.90%,4.40%,4.10%,0.20%,91.40%,8.30%,0.20%,0.00%,79.90%,17.10%,3.00%,0.00%,79.40%,20.30%,0.30%,0.00%
,,Middle 20%,29.20%,4.40%,66.40%,31.90%,68.10%,0.00%,0.00%,96.20%,3.80%,0.00%,0.00%,80.40%,19.10%,0.50%,0.00%,92.20%,5.30%,2.40%,0.00%,26.70%,65.00%,5.10%,3.00%,0.20%,0.00%,82.40%,17.10%,0.50%,0.00%,39.00%,45.30%,11.90%,0.90%,2.20%,0.70%,0.00%,23.20%,53.30%,16.90%,4.60%,2.00%,0.00%,92.40%,5.90%,1.70%,0.00%,72.70%,19.60%,7.70%,0.00%,73.40%,26.20%,0.40%,0.00%
,,Fourth 20%,34.00%,1.50%,64.50%,13.50%,86.50%,0.00%,0.00%,88.50%,11.50%,0.00%,0.00%,83.10%,16.80%,0.10%,0.00%,91.70%,7.70%,0.60%,0.00%,20.20%,70.50%,8.30%,0.80%,0.10%,0.00%,82.80%,15.70%,1.50%,0.00%,38.60%,42.80%,12.00%,5.00%,0.90%,0.00%,0.70%,24.20%,61.50%,11.50%,0.20%,2.60%,0.00%,91.60%,8.40%,0.00%,0.00%,73.90%,25.50%,0.60%,0.00%,74.00%,26.00%,0.00%,0.00%
,,Richest 20%,28.50%,0.60%,70.90%,25.40%,74.60%,0.00%,0.00%,86.60%,13.00%,0.40%,0.00%,83.80%,15.10%,1.10%,0.00%,93.90%,5.60%,0.50%,0.00%,24.80%,63.10%,10.20%,2.00%,0.00%,0.00%,86.60%,11.60%,1.80%,0.00%,46.30%,40.80%,5.90%,5.40%,0.70%,0.80%,0.00%,21.90%,55.40%,18.00%,1.70%,3.00%,0.00%,87.60%,12.40%,0.00%,0.00%,72.30%,27.50%,0.30%,0.00%,82.60%,16.40%,1.00%,0.00%
,Feelings About Household Income,Living comfortably on present income,22.00%,0.00%,78.00%,15.30%,84.70%,0.00%,0.00%,89.40%,10.60%,0.00%,0.00%,84.90%,14.90%,0.30%,0.00%,94.20%,4.90%,0.90%,0.00%,25.60%,63.40%,7.30%,3.50%,0.10%,0.00%,85.30%,13.50%,1.20%,0.00%,41.00%,46.60%,7.60%,3.10%,0.20%,0.60%,1.00%,23.20%,60.10%,12.10%,1.90%,2.70%,0.10%,90.10%,9.40%,0.50%,0.00%,74.50%,24.00%,1.50%,0.00%,81.50%,18.50%,0.00%,0.00%
,,Getting by on present income,40.10%,3.10%,56.70%,27.20%,72.80%,0.00%,0.00%,93.70%,6.30%,0.00%,0.00%,81.10%,17.90%,1.00%,0.00%,89.80%,8.00%,1.40%,0.90%,22.10%,68.20%,8.30%,1.00%,0.40%,0.00%,83.10%,15.20%,1.10%,0.70%,41.70%,38.90%,11.00%,2.60%,3.90%,1.70%,0.30%,23.30%,53.00%,17.60%,3.30%,2.80%,0.00%,92.80%,6.90%,0.30%,0.00%,71.80%,24.60%,3.60%,0.00%,65.90%,32.90%,1.30%,0.00%
,,Finding it difficult on present income,62.10%,11.80%,26.10%,42.80%,57.20%,0.00%,0.00%,89.20%,10.00%,0.80%,0.00%,58.80%,39.70%,1.50%,0.00%,70.30%,24.90%,4.80%,0.00%,19.50%,71.50%,6.90%,2.10%,0.00%,0.00%,60.00%,36.80%,3.20%,0.00%,30.00%,46.80%,15.70%,3.90%,2.10%,1.50%,0.00%,18.20%,60.30%,18.40%,2.60%,0.50%,0.00%,88.30%,8.90%,2.90%,0.00%,68.30%,28.90%,2.90%,0.00%,59.80%,40.20%,0.00%,0.00%
,,Finding it very difficult on present income,66.10%,24.00%,10.00%,44.60%,55.40%,0.00%,0.00%,64.70%,26.80%,8.40%,0.00%,42.50%,57.50%,0.00%,0.00%,64.10%,35.90%,0.00%,0.00%,14.50%,59.00%,8.30%,18.20%,0.00%,0.00%,50.20%,49.80%,0.00%,0.00%,29.30%,39.10%,13.70%,11.60%,0.00%,6.30%,0.00%,25.30%,41.10%,20.40%,13.20%,0.00%,0.00%,88.00%,12.00%,0.00%,0.00%,62.70%,33.70%,3.60%,0.00%,57.30%,26.80%,15.80%,0.00%
,Urban/Rural,A rural area or on a farm,46.80%,6.70%,46.50%,23.30%,76.70%,0.00%,0.00%,87.80%,12.20%,0.00%,0.00%,80.20%,19.80%,0.00%,0.00%,86.90%,10.60%,2.50%,0.00%,24.20%,70.00%,1.00%,4.70%,0.00%,0.00%,81.20%,16.60%,2.30%,0.00%,40.80%,45.00%,11.70%,1.20%,0.40%,0.00%,0.90%,15.30%,57.40%,21.40%,3.00%,2.90%,0.00%,87.00%,13.00%,0.00%,0.00%,69.40%,26.10%,4.60%,0.00%,75.80%,24.20%,0.00%,0.00%
,,A small town or villAge,36.70%,3.90%,59.30%,25.50%,74.50%,0.00%,0.00%,91.10%,7.90%,1.00%,0.00%,81.20%,17.80%,1.00%,0.00%,85.20%,13.10%,1.10%,0.60%,25.00%,61.30%,9.80%,3.60%,0.30%,0.00%,78.80%,18.80%,2.00%,0.40%,39.80%,45.50%,8.80%,2.70%,2.30%,0.90%,0.00%,23.20%,59.10%,12.70%,3.00%,1.80%,0.10%,92.30%,6.50%,1.20%,0.00%,70.50%,26.60%,2.90%,0.00%,71.80%,25.60%,2.60%,0.00%
,,A large city,30.10%,3.00%,66.90%,20.00%,80.00%,0.00%,0.00%,91.70%,8.30%,0.00%,0.00%,72.80%,26.40%,0.80%,0.00%,92.10%,7.00%,0.50%,0.40%,18.30%,71.00%,8.40%,2.00%,0.30%,0.00%,80.00%,19.40%,0.20%,0.40%,41.20%,38.80%,11.40%,4.20%,2.40%,2.00%,0.00%,20.80%,55.50%,18.20%,2.80%,2.70%,0.00%,90.80%,9.20%,0.00%,0.00%,72.20%,26.20%,1.60%,0.00%,72.00%,28.00%,0.00%,0.00%
,,A suburb of a large city,37.70%,1.40%,60.90%,35.40%,64.60%,0.00%,0.00%,83.30%,16.00%,0.80%,0.00%,86.20%,13.50%,0.20%,0.00%,86.10%,9.20%,4.70%,0.00%,26.30%,64.00%,7.40%,2.40%,0.00%,0.00%,84.20%,14.40%,1.40%,0.00%,37.30%,42.50%,8.60%,5.10%,0.40%,2.70%,3.50%,29.10%,47.20%,16.30%,4.70%,2.70%,0.00%,86.70%,12.90%,0.40%,0.00%,81.10%,18.30%,0.60%,0.00%,78.30%,20.60%,1.10%,0.00%
Netherlands,Age,15-24,15.00%,0.00%,85.00%,15.90%,84.10%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,78.70%,21.30%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,50.50%,42.40%,2.20%,2.40%,2.40%,0.00%,79.40%,20.60%,0.00%,0.00%,35.00%,49.90%,15.20%,0.00%,0.00%,0.00%,0.00%,31.80%,66.00%,2.20%,0.00%,0.00%,0.00%,92.80%,7.20%,0.00%,0.00%,78.20%,21.80%,0.00%,0.00%,93.60%,6.40%,0.00%,0.00%
