,,,Struggling Index,Suffering Index,Thriving Index,Health Problems,,,,Count On to Help,,,,Experience Calmness Yesterday,,,,Feel at Peace With Life,,,,Exciting Life or Calm Life,,,,,,Various Aspects of Life in Balance,,,,Main Purpose in Life,,,,,,,Focus on Taking Care of Themselves or Taking Care of Others,,,,,,Enjoy the Work You Do Every Day,,,,Work Significantly Improves the Lives of Others Outside of Household,,,,Many Choices in Type of Work,,,
,,Second 20%,44.7%,2.4%,52.9%,15.4%,84.6%,0.0%,0.0%,96.1%,3.9%,0.0%,0.0%,68.7%,31.3%,0.0%,0.0%,86.8%,11.9%,1.3%,0.0%,23.5%,62.4%,13.7%,0.3%,0.0%,0.0%,70.9%,26.6%,1.6%,0.9%,28.2%,44.8%,19.1%,3.1%,3.2%,1.5%,0.0%,36.8%,42.3%,19.1%,0.9%,1.0%,0.0%,77.4%,22.3%,0.3%,0.0%,69.2%,30.1%,0.7%,0.0%,64.6%,33.6%,1.8%,0.0%
,,Middle 20%,46.7%,3.8%,49.5%,19.5%,80.5%,0.0%,0.0%,92.6%,7.4%,0.0%,0.0%,68.6%,31.4%,0.0%,0.0%,82.1%,12.5%,4.5%,0.9%,21.2%,66.2%,11.7%,0.9%,0.0%,0.0%,67.9%,28.3%,1.7%,2.0%,27.4%,47.7%,14.7%,7.0%,1.6%,1.5%,0.0%,36.1%,35.3%,26.2%,0.0%,2.4%,0.0%,84.3%,13.2%,2.0%,0.6%,72.4%,25.4%,2.2%,0.0%,64.9%,32.7%,2.3%,0.0%
,,Fourth 20%,38.0%,0.5%,61.6%,16.2%,83.8%,0.0%,0.0%,91.3%,8.0%,0.7%,0.0%,74.5%,25.5%,0.0%,0.0%,85.1%,12.4%,1.9%,0.6%,28.8%,61.1%,9.5%,0.5%,0.0%,0.0%,71.7%,25.5%,2.5%,0.3%,26.7%,51.0%,16.8%,4.3%,0.8%,0.4%,0.0%,43.8%,37.4%,18.2%,0.6%,0.0%,0.0%,73.9%,26.1%,0.0%,0.0%,73.2%,26.4%,0.4%,0.0%,65.3%,33.6%,1.0%,0.0%
,,Richest 20%,35.7%,1.5%,62.8%,13.6%,86.4%,0.0%,0.0%,92.5%,7.5%,0.0%,0.0%,72.6%,27.0%,0.4%,0.0%,88.9%,9.6%,0.4%,1.0%,29.0%,60.4%,7.3%,1.6%,1.8%,0.0%,73.7%,23.4%,1.2%,1.6%,29.6%,46.6%,16.5%,3.5%,2.7%,1.1%,0.0%,35.9%,38.9%,24.6%,0.1%,0.4%,0.0%,76.9%,18.2%,2.9%,2.0%,71.5%,26.2%,2.4%,0.0%,67.4%,29.4%,3.1%,0.0%
,Feelings About Household Income,Living comfortably on present income,36.1%,1.3%,62.6%,14.6%,85.4%,0.0%,0.0%,95.5%,4.5%,0.0%,0.0%,73.3%,26.4%,0.2%,0.0%,88.5%,9.1%,2.0%,0.4%,26.7%,64.3%,8.3%,0.4%,0.2%,0.0%,73.6%,23.6%,2.0%,0.8%,29.9%,48.7%,15.2%,3.4%,2.2%,0.7%,0.0%,41.1%,36.8%,19.9%,0.3%,1.9%,0.0%,81.2%,18.5%,0.3%,0.0%,76.3%,22.7%,0.9%,0.0%,65.9%,32.9%,1.2%,0.0%
,,Getting by on present income,48.8%,1.6%,49.6%,16.3%,83.7%,0.0%,0.0%,92.3%,7.3%,0.4%,0.0%,72.0%,26.7%,1.3%,0.0%,84.3%,14.1%,0.8%,0.8%,24.8%,62.7%,9.8%,1.6%,1.0%,0.0%,70.8%,26.7%,1.8%,0.8%,25.0%,47.3%,18.6%,6.7%,1.3%,1.1%,0.0%,34.5%,38.5%,26.3%,0.2%,0.5%,0.0%,73.8%,21.7%,3.2%,1.3%,68.2%,29.7%,2.1%,0.0%,64.7%,32.3%,3.0%,0.0%
,,Finding it difficult on present income,62.7%,10.5%,26.8%,33.6%,66.4%,0.0%,0.0%,81.0%,16.8%,2.1%,0.0%,48.6%,51.4%,0.0%,0.0%,71.2%,24.7%,4.1%,0.0%,19.3%,65.1%,15.6%,0.0%,0.0%,0.0%,67.5%,28.2%,2.9%,1.3%,19.5%,49.3%,14.0%,9.6%,6.3%,1.3%,0.0%,30.2%,40.0%,25.6%,4.2%,0.0%,0.0%,76.7%,22.5%,0.8%,0.0%,67.1%,28.8%,4.2%,0.0%,53.7%,41.5%,4.8%,0.0%
,,Finding it very difficult on present income,37.5%,42.8%,19.7%,30.0%,70.0%,0.0%,0.0%,83.5%,13.2%,3.3%,0.0%,32.9%,67.1%,0.0%,0.0%,46.0%,54.0%,0.0%,0.0%,15.6%,77.2%,7.3%,0.0%,0.0%,0.0%,17.3%,69.5%,6.9%,6.3%,27.4%,55.3%,11.4%,5.9%,0.0%,0.0%,0.0%,35.4%,60.0%,4.7%,0.0%,0.0%,0.0%,57.7%,42.3%,0.0%,0.0%,39.0%,52.0%,9.0%,0.0%,58.2%,41.8%,0.0%,0.0%
,Urban/Rural,A rural area or on a farm,49.9%,2.4%,47.7%,24.5%,75.5%,0.0%,0.0%,93.2%,6.8%,0.0%,0.0%,69.1%,30.9%,0.0%,0.0%,88.7%,11.3%,0.0%,0.0%,15.1%,68.9%,16.0%,0.0%,0.0%,0.0%,84.1%,13.8%,1.4%,0.6%,24.0%,57.7%,12.8%,4.1%,0.4%,0.9%,0.0%,40.9%,31.8%,24.7%,1.6%,1.1%,0.0%,68.8%,26.0%,5.2%,0.0%,73.3%,20.6%,6.1%,0.0%,55.5%,35.4%,9.1%,0.0%
,,A small town or villAge,44.5%,3.7%,51.8%,19.8%,80.2%,0.0%,0.0%,91.4%,7.9%,0.7%,0.0%,71.4%,27.6%,1.0%,0.0%,80.8%,16.9%,2.3%,0.0%,24.6%,65.8%,8.1%,0.9%,0.6%,0.0%,64.1%,32.5%,2.0%,1.4%,25.4%,49.0%,15.9%,5.8%,2.6%,1.3%,0.0%,37.5%,40.5%,19.9%,0.5%,1.6%,0.0%,80.7%,17.6%,1.4%,0.2%,73.1%,25.9%,1.0%,0.0%,64.5%,34.5%,1.0%,0.0%
,,A large city,43.2%,6.4%,50.4%,14.5%,85.5%,0.0%,0.0%,93.2%,6.8%,0.0%,0.0%,65.9%,33.4%,0.7%,0.0%,85.6%,12.3%,0.4%,1.7%,29.2%,58.6%,11.0%,0.1%,1.1%,0.0%,73.4%,22.2%,3.1%,1.3%,26.9%,45.2%,19.2%,5.1%,2.8%,0.7%,0.0%,37.4%,35.1%,25.5%,0.9%,1.1%,0.0%,79.9%,19.9%,0.3%,0.0%,70.5%,28.4%,1.0%,0.0%,63.0%,35.7%,1.3%,0.0%
,,A suburb of a large city,38.3%,1.7%,60.0%,11.7%,88.3%,0.0%,0.0%,93.7%,5.6%,0.7%,0.0%,65.8%,34.2%,0.0%,0.0%,84.8%,11.9%,2.7%,0.6%,25.5%,64.6%,8.2%,1.7%,0.0%,0.0%,70.9%,26.9%,1.9%,0.2%,31.7%,46.9%,14.4%,5.2%,1.2%,0.5%,0.0%,34.7%,42.1%,23.2%,0.0%,0.0%,0.0%,69.4%,26.9%,1.7%,2.0%,68.8%,28.6%,2.6%,0.0%,67.8%,29.5%,2.7%,0.0%
France,Age,15-24,56.1%,1.7%,42.2%,1.1%,98.9%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,75.2%,21.6%,3.3%,0.0%,85.3%,14.7%,0.0%,0.0%,24.3%,67.0%,5.1%,3.6%,0.0%,0.0%,79.9%,18.7%,0.0%,1.4%,32.3%,46.5%,14.7%,5.4%,1.1%,0.0%,0.0%,21.0%,60.3%,15.1%,2.2%,1.4%,0.0%,84.9%,15.1%,0.0%,0.0%,58.6%,38.5%,3.0%,0.0%,66.6%,30.4%,3.0%,0.0%
,,25-34,47.2%,1.1%,51.7%,5.2%,94.8%,0.0%,0.0%,95.5%,4.5%,0.0%,0.0%,73.3%,26.7%,0.0%,0.0%,87.4%,11.7%,0.7%,0.3%,21.0%,70.0%,5.9%,2.9%,0.1%,0.0%,75.9%,18.3%,5.1%,0.8%,27.5%,53.6%,12.5%,4.5%,1.2%,0.7%,0.0%,26.0%,44.5%,26.1%,2.6%,0.8%,0.0%,86.9%,12.1%,0.5%,0.5%,64.0%,36.0%,0.0%,0.0%,72.5%,24.7%,2.8%,0.0%
,,35-44,63.8%,2.5%,33.7%,9.6%,90.4%,0.0%,0.0%,94.2%,5.8%,0.0%,0.0%,67.8%,31.5%,0.2%,0.5%,87.1%,11.6%,0.5%,0.9%,17.8%,75.0%,5.5%,1.2%,0.5%,0.0%,75.8%,23.1%,1.1%,0.0%,11.8%,75.8%,8.9%,2.3%,1.2%,0.0%,0.0%,37.2%,39.8%,19.6%,1.5%,1.3%,0.6%,89.0%,8.9%,2.1%,0.0%,87.9%,10.6%,1.5%,0.0%,59.3%,38.4%,2.3%,0.0%
,,45-64,66.6%,4.3%,29.1%,21.6%,78.4%,0.0%,0.0%,91.4%,7.4%,1.2%,0.0%,71.3%,26.9%,1.8%,0.0%,78.4%,19.2%,1.7%,0.7%,17.3%,75.6%,6.5%,0.0%,0.6%,0.1%,66.9%,31.1%,2.0%,0.0%,17.2%,73.7%,6.2%,2.6%,0.4%,0.0%,0.0%,41.6%,30.3%,25.6%,2.1%,0.4%,0.0%,82.3%,17.4%,0.3%,0.0%,86.1%,13.4%,0.2%,0.4%,55.1%,43.9%,1.0%,0.0%
,,65+,71.6%,4.8%,23.6%,32.3%,67.7%,0.0%,0.0%,95.6%,4.4%,0.0%,0.0%,78.2%,21.0%,0.8%,0.0%,90.5%,7.7%,1.8%,0.0%,22.0%,68.3%,8.0%,0.7%,0.9%,0.2%,82.2%,14.1%,3.8%,0.0%,20.9%,66.7%,5.4%,6.2%,0.7%,0.1%,0.0%,30.6%,40.0%,26.1%,1.7%,1.6%,0.0%,60.9%,33.4%,0.0%,5.7%,57.2%,42.8%,0.0%,0.0%,46.7%,47.3%,6.1%,0.0%
,Gender,Male,62.5%,3.8%,33.6%,16.6%,83.4%,0.0%,0.0%,92.3%,7.7%,0.0%,0.0%,73.9%,26.0%,0.2%,0.0%,81.8%,16.0%,1.5%,0.7%,21.0%,68.7%,8.3%,1.3%,0.6%,0.1%,72.5%,25.2%,2.0%,0.2%,25.4%,59.4%,10.7%,3.6%,0.5%,0.3%,0.2%,33.8%,42.2%,19.4%,2.8%,1.6%,0.2%,88.3%,10.3%,0.9%,0.5%,75.0%,24.4%,0.3%,0.3%,59.8%,38.3%,1.9%,0.0%
,,Female,63.5%,2.7%,33.8%,17.9%,81.6%,0.0%,0.5%,96.3%,3.0%,0.7%,0.0%,72.0%,25.6%,2.3%,0.2%,87.1%,11.5%,0.8%,0.6%,19.4%,73.6%,4.8%,1.3%,0.4%,0.6%,76.7%,19.5%,2.8%,0.9%,16.4%,70.5%,6.4%,5.1%,1.1%,0.0%,0.5%,32.0%,38.3%,26.9%,1.7%,0.5%,0.5%,79.6%,19.9%,0.5%,0.0%,81.5%,17.3%,1.2%,0.0%,62.4%,35.4%,2.2%,0.0%
,Employment Status,Employed full time for an employer,56.3%,2.5%,41.2%,7.7%,92.3%,0.0%,0.0%,95.0%,4.0%,1.0%,0.0%,72.9%,26.1%,1.0%,0.0%,85.7%,12.5%,1.3%,0.5%,17.5%,74.8%,6.1%,0.9%,0.7%,0.1%,75.8%,22.5%,1.7%,0.0%,25.4%,62.7%,9.5%,1.9%,0.5%,0.0%,0.0%,39.0%,35.3%,22.5%,2.6%,0.3%,0.2%,86.3%,13.0%,0.7%,0.0%,79.4%,20.1%,0.4%,0.0%,64.7%,34.3%,1.0%,0.0%
,,Employed full time for self,67.7%,4.5%,27.7%,3.6%,96.4%,0.0%,0.0%,92.8%,7.2%,0.0%,0.0%,81.4%,17.5%,0.0%,1.1%,79.7%,14.6%,2.7%,3.0%,14.6%,81.1%,4.3%,0.0%,0.0%,0.0%,80.0%,18.6%,1.4%,0.0%,17.1%,60.0%,12.6%,8.9%,1.5%,0.0%,0.0%,35.0%,34.1%,30.9%,0.0%,0.0%,0.0%,84.2%,14.4%,0.0%,1.3%,87.2%,12.8%,0.0%,0.0%,55.4%,39.3%,5.3%,0.0%
,,Employed part time do not want full time,66.8%,0.0%,33.2%,12.7%,87.3%,0.0%,0.0%,95.4%,4.6%,0.0%,0.0%,71.9%,23.0%,5.1%,0.0%,75.5%,22.8%,1.6%,0.0%,25.1%,69.1%,0.0%,4.4%,1.4%,0.0%,67.5%,29.6%,2.9%,0.0%,23.5%,59.9%,5.5%,6.7%,4.4%,0.0%,0.0%,28.3%,32.9%,37.0%,1.8%,0.0%,0.0%,80.9%,17.6%,1.5%,0.0%,63.0%,28.9%,5.9%,2.2%,52.3%,40.0%,7.7%,0.0%
,,Unemployed,63.6%,8.6%,27.7%,14.1%,85.9%,0.0%,0.0%,94.9%,5.1%,0.0%,0.0%,62.2%,37.8%,0.0%,0.0%,77.9%,22.1%,0.0%,0.0%,26.4%,55.7%,12.3%,5.7%,0.0%,0.0%,57.8%,35.7%,4.2%,2.2%,10.7%,72.9%,3.2%,10.0%,1.5%,1.8%,0.0%,36.3%,34.2%,21.1%,5.7%,2.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
,,Employed part time want full time,60.9%,8.9%,30.2%,15.8%,84.2%,0.0%,0.0%,96.1%,3.9%,0.0%,0.0%,52.8%,47.2%,0.0%,0.0%,65.6%,34.4%,0.0%,0.0%,13.4%,72.8%,13.8%,0.0%,0.0%,0.0%,50.2%,43.9%,5.9%,0.0%,38.5%,53.3%,8.2%,0.0%,0.0%,0.0%,0.0%,19.8%,62.0%,18.2%,0.0%,0.0%,0.0%,66.7%,29.3%,2.1%,1.8%,51.6%,48.4%,0.0%,0.0%,38.7%,61.3%,0.0%,0.0%
,,Out of workforce,67.4%,2.9%,29.7%,27.6%,71.8%,0.0%,0.6%,93.9%,6.1%,0.0%,0.0%,74.2%,24.2%,1.6%,0.0%,87.1%,11.5%,0.9%,0.6%,22.5%,68.8%,6.4%,1.1%,0.5%,0.7%,77.1%,19.2%,2.8%,1.0%,17.6%,68.1%,7.8%,5.0%,0.6%,0.1%,0.8%,28.6%,44.8%,22.3%,2.1%,1.7%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
,Per Capita Income Quintiles,Poorest 20%,67.9%,3.3%,28.8%,17.6%,81.1%,0.0%,1.3%,93.7%,6.3%,0.0%,0.0%,66.9%,33.1%,0.0%,0.0%,79.3%,18.4%,1.1%,1.3%,21.8%,68.8%,7.1%,1.0%,0.0%,1.3%,67.2%,30.1%,0.5%,2.3%,16.1%,66.4%,9.3%,5.6%,0.8%,0.5%,1.3%,25.0%,45.7%,25.1%,2.2%,0.7%,1.3%,79.2%,20.2%,0.0%,0.6%,70.7%,29.3%,0.0%,0.0%,60.9%,39.1%,0.0%,0.0%
,,Second 20%,64.5%,6.9%,28.7%,23.3%,76.7%,0.0%,0.0%,93.9%,4.6%,1.5%,0.0%,74.7%,24.1%,1.2%,0.0%,86.7%,12.4%,0.9%,0.0%,16.8%,75.8%,6.5%,0.8%,0.0%,0.0%,76.4%,20.1%,3.5%,0.0%,20.4%,61.6%,8.6%,7.8%,1.6%,0.0%,0.0%,30.7%,44.9%,20.7%,2.1%,1.6%,0.0%,81.9%,16.1%,2.0%,0.0%,76.4%,22.1%,1.5%,0.0%,59.0%,38.6%,2.4%,0.0%
,,Middle 20%,61.9%,2.2%,36.0%,16.4%,83.6%,0.0%,0.0%,98.0%,1.9%,0.1%,0.0%,67.8%,29.0%,2.7%,0.4%,84.4%,15.3%,0.0%,0.2%,23.1%,68.7%,7.1%,0.0%,0.7%,0.4%,73.1%,22.0%,4.3%,0.6%,17.2%,72.6%,7.5%,2.2%,0.5%,0.0%,0.0%,37.4%,36.9%,23.1%,2.4%,0.2%,0.0%,88.2%,10.4%,1.4%,0.0%,78.5%,19.1%,1.5%,0.9%,60.3%,38.8%,0.9%,0.0%
,,Fourth 20%,59.4%,2.7%,37.9%,13.2%,86.8%,0.0%,0.0%,94.5%,5.3%,0.2%,0.0%,72.9%,26.2%,0.9%,0.0%,85.8%,12.0%,2.2%,0.0%,17.9%,73.3%,5.7%,2.9%,0.2%,0.0%,77.6%,20.6%,1.8%,0.0%,28.2%,59.7%,7.3%,3.7%,0.7%,0.0%,0.4%,36.5%,32.3%,28.0%,2.6%,0.6%,0.0%,90.7%,9.3%,0.0%,0.0%,81.4%,18.1%,0.5%,0.0%,65.2%,30.4%,4.4%,0.0%
,,Richest 20%,61.6%,1.3%,37.1%,15.9%,84.1%,0.0%,0.0%,91.8%,8.2%,0.0%,0.0%,82.2%,16.3%,1.5%,0.0%,86.4%,10.4%,1.4%,1.7%,21.4%,69.6%,5.9%,1.7%,1.5%,0.0%,79.2%,18.6%,2.1%,0.0%,21.7%,65.7%,9.5%,2.5%,0.4%,0.2%,0.0%,34.7%,41.2%,19.5%,2.1%,2.1%,0.4%,82.3%,16.3%,0.5%,0.9%,81.3%,18.5%,0.3%,0.0%,58.8%,39.0%,2.3%,0.0%
,Feelings About Household Income,Living comfortably on present income,57.2%,1.3%,41.5%,9.5%,90.5%,0.0%,0.0%,96.3%,3.7%,0.0%,0.0%,78.4%,19.3%,2.0%,0.3%,91.8%,6.4%,1.0%,0.7%,18.8%,73.3%,5.7%,1.6%,0.4%,0.1%,84.4%,12.7%,2.9%,0.0%,25.3%,62.1%,9.0%,3.1%,0.5%,0.0%,0.0%,32.6%,40.5%,22.9%,2.3%,1.7%,0.0%,86.5%,12.8%,0.6%,0.0%,78.5%,20.0%,1.1%,0.4%,59.8%,37.7%,2.6%,0.0%
,,Getting by on present income,62.8%,1.5%,35.7%,16.2%,83.8%,0.0%,0.0%,95.3%,4.6%,0.1%,0.0%,75.7%,23.6%,0.7%,0.0%,84.5%,13.8%,1.4%,0.4%,21.6%,69.6%,7.0%,1.0%,0.7%,0.1%,74.7%,22.0%,2.6%,0.7%,20.8%,65.7%,9.0%,3.9%,0.6%,0.1%,0.0%,32.7%,41.8%,22.4%,2.4%,0.5%,0.2%,87.9%,10.6%,0.8%,0.7%,81.9%,18.0%,0.1%,0.0%,61.4%,37.1%,1.5%,0.0%
,,Finding it difficult on present income,74.5%,8.1%,17.4%,28.2%,71.8%,0.0%,0.0%,94.2%,5.8%,0.0%,0.0%,64.6%,33.6%,1.9%,0.0%,83.2%,15.7%,1.1%,0.0%,18.1%,75.9%,5.1%,0.9%,0.0%,0.0%,69.4%,28.6%,2.0%,0.0%,16.3%,71.1%,7.9%,3.5%,1.2%,0.0%,0.0%,36.4%,32.6%,29.2%,0.3%,1.4%,0.0%,77.8%,21.5%,0.7%,0.0%,68.2%,30.2%,1.6%,0.0%,63.4%,34.1%,2.5%,0.0%
,,Finding it very difficult on present income,64.6%,19.1%,16.2%,38.2%,61.8%,0.0%,0.0%,69.6%,23.1%,7.3%,0.0%,46.8%,53.2%,0.0%,0.0%,39.9%,60.1%,0.0%,0.0%,19.8%,64.8%,11.6%,3.9%,0.0%,0.0%,25.5%,74.5%,0.0%,0.0%,8.7%,59.9%,1.4%,24.0%,3.8%,2.3%,0.0%,29.3%,45.5%,16.3%,8.9%,0.0%,0.0%,50.7%,49.3%,0.0%,0.0%,65.9%,34.1%,0.0%,0.0%,54.4%,45.6%,0.0%,0.0%
,Urban/Rural,A rural area or on a farm,57.6%,8.5%,33.9%,20.0%,78.3%,0.0%,1.6%,94.7%,3.4%,1.9%,0.0%,69.6%,28.8%,1.1%,0.5%,84.0%,12.3%,2.1%,1.6%,16.3%,73.6%,5.6%,2.9%,0.0%,1.6%,71.9%,24.3%,2.1%,1.6%,15.9%,73.6%,4.1%,4.2%,0.6%,0.0%,1.6%,34.1%,38.8%,22.6%,2.4%,0.4%,1.6%,86.3%,13.0%,0.7%,0.0%,79.5%,19.2%,0.4%,0.9%,57.6%,41.5%,0.9%,0.0%
,,A small town or villAge,64.2%,3.1%,32.8%,19.7%,80.3%,0.0%,0.0%,94.7%,5.3%,0.0%,0.0%,76.5%,22.9%,0.6%,0.0%,84.6%,13.9%,1.0%,0.5%,17.7%,76.1%,5.2%,0.7%,0.1%,0.1%,75.2%,22.9%,1.9%,0.0%,18.5%,69.3%,7.1%,4.4%,0.4%,0.2%,0.0%,32.3%,41.9%,22.6%,2.1%,1.1%,0.0%,88.1%,11.9%,0.0%,0.0%,78.1%,21.1%,0.8%,0.0%,59.3%,37.9%,2.7%,0.0%
,,A large city,61.2%,2.0%,36.8%,12.2%,87.8%,0.0%,0.0%,93.0%,6.8%,0.2%,0.0%,73.9%,24.8%,1.3%,0.0%,84.7%,13.4%,1.4%,0.5%,26.4%,62.1%,9.5%,0.6%,1.1%,0.2%,75.9%,20.3%,3.3%,0.5%,24.3%,61.8%,9.9%,3.0%,1.0%,0.0%,0.0%,28.1%,41.4%,26.8%,2.1%,1.3%,0.4%,85.5%,12.0%,2.1%,0.5%,77.8%,21.0%,1.2%,0.0%,61.0%,36.6%,2.4%,0.0%
,,A suburb of a large city,67.9%,0.3%,31.8%,14.3%,85.7%,0.0%,0.0%,95.4%,4.6%,0.0%,0.0%,64.5%,32.2%,3.3%,0.0%,84.5%,15.2%,0.0%,0.3%,22.1%,68.9%,5.7%,2.3%,1.0%,0.0%,74.0%,21.7%,3.1%,1.3%,27.2%,49.2%,15.0%,6.7%,1.8%,0.2%,0.0%,41.5%,33.7%,20.8%,2.9%,1.0%,0.0%,69.8%,28.1%,0.8%,1.3%,75.2%,24.8%,0.0%,0.0%,69.0%,30.4%,0.6%,0.0%
Germany,Age,15-24,48.6%,1.4%,50.1%,20.4%,79.6%,0.0%,0.0%,99.8%,0.2%,0.0%,0.0%,66.0%,33.5%,0.5%,0.0%,76.7%,22.1%,1.2%,0.0%,27.3%,63.6%,2.9%,6.2%,0.0%,0.0%,69.1%,30.9%,0.0%,0.0%,21.3%,43.6%,17.3%,6.2%,7.7%,4.0%,0.0%,40.1%,43.3%,15.6%,1.0%,0.0%,0.0%,83.0%,13.2%,3.7%,0.0%,49.8%,46.4%,3.7%,0.0%,38.8%,61.2%,0.0%,0.0%
,,25-34,23.3%,0.0%,76.7%,9.2%,90.8%,0.0%,0.0%,87.6%,12.4%,0.0%,0.0%,85.8%,13.2%,1.0%,0.0%,90.5%,9.5%,0.0%,0.0%,33.5%,58.8%,5.6%,2.1%,0.0%,0.0%,73.6%,25.6%,0.8%,0.0%,41.9%,47.3%,5.0%,4.7%,1.1%,0.0%,0.0%,27.1%,52.1%,13.0%,6.1%,1.6%,0.0%,92.9%,7.1%,0.0%,0.0%,71.4%,26.5%,2.1%,0.0%,85.6%,14.1%,0.3%,0.0%
,,35-44,23.4%,6.1%,70.6%,19.5%,80.5%,0.0%,0.0%,93.1%,4.2%,2.7%,0.0%,79.6%,20.2%,0.1%,0.0%,95.8%,3.9%,0.3%,0.0%,33.8%,55.0%,5.9%,4.5%,0.8%,0.0%,76.5%,23.2%,0.3%,0.0%,38.6%,53.6%,2.4%,2.5%,0.0%,2.1%,0.7%,26.6%,58.4%,13.3%,1.5%,0.2%,0.0%,97.1%,2.6%,0.3%,0.0%,74.6%,24.7%,0.7%,0.0%,85.4%,10.9%,3.6%,0.0%
,,45-64,33.4%,2.9%,63.7%,19.1%,80.9%,0.0%,0.0%,86.7%,13.0%,0.2%,0.0%,77.4%,21.8%,0.7%,0.0%,87.0%,10.1%,1.9%,1.0%,19.8%,69.2%,8.4%,2.2%,0.3%,0.0%,81.9%,15.7%,1.6%,0.8%,42.4%,41.7%,11.2%,1.8%,1.4%,0.3%,1.1%,19.5%,58.3%,16.2%,3.6%,2.3%,0.1%,86.8%,12.6%,0.6%,0.0%,73.3%,23.4%,3.3%,0.0%,67.6%,31.7%,0.6%,0.0%
,,65+,49.6%,6.2%,44.2%,43.9%,56.1%,0.0%,0.0%,90.3%,9.7%,0.0%,0.0%,81.1%,18.1%,0.9%,0.0%,88.1%,9.4%,2.5%,0.0%,12.5%,73.5%,11.6%,2.4%,0.0%,0.0%,88.2%,9.6%,2.2%,0.0%,44.0%,35.3%,12.6%,4.0%,1.7%,2.2%,0.1%,14.1%,58.6%,19.6%,2.6%,5.0%,0.0%,98.5%,1.5%,0.0%,0.0%,80.7%,18.6%,0.6%,0.0%,66.4%,33.6%,0.0%,0.0%
,Gender,Male,37.9%,1.3%,60.7%,21.9%,78.1%,0.0%,0.0%,90.7%,9.1%,0.2%,0.0%,79.5%,19.3%,1.2%,0.0%,89.7%,8.9%,1.1%,0.3%,22.5%,67.5%,6.8%,3.1%,0.1%,0.0%,80.3%,17.8%,1.3%,0.6%,35.8%,46.8%,10.8%,3.4%,1.8%,1.1%,0.3%,21.9%,58.5%,15.1%,2.6%,1.9%,0.1%,89.6%,9.2%,1.2%,0.0%,76.3%,22.1%,1.6%,0.0%,72.4%,26.8%,0.8%,0.0%
,,Female,34.2%,5.8%,60.0%,26.5%,73.5%,0.0%,0.0%,89.5%,9.7%,0.8%,0.0%,78.0%,21.8%,0.3%,0.0%,86.6%,11.1%,1.8%,0.5%,22.8%,65.1%,8.9%,2.8%,0.4%,0.0%,80.2%,18.5%,1.3%,0.0%,44.0%,39.2%,9.2%,3.3%,1.9%,1.7%,0.8%,22.8%,53.7%,17.1%,3.6%,2.8%,0.0%,91.2%,8.7%,0.1%,0.0%,68.1%,28.7%,3.2%,0.0%,73.7%,24.8%,1.5%,0.0%
,Employment Status,Employed full time for an employer,29.7%,0.8%,69.4%,12.6%,87.4%,0.0%,0.0%,91.8%,8.0%,0.2%,0.0%,80.9%,18.8%,0.3%,0.0%,91.8%,7.3%,1.0%,0.0%,29.3%,59.5%,8.0%,2.9%,0.3%,0.0%,77.4%,21.6%,1.0%,0.0%,38.6%,50.3%,6.3%,2.8%,0.4%,0.1%,1.3%,27.5%,55.1%,15.1%,0.9%,1.5%,0.0%,92.3%,7.5%,0.2%,0.0%,74.7%,24.5%,0.8%,0.0%,76.5%,23.1%,0.5%,0.0%
,,Employed full time for self,29.7%,0.4%,70.0%,4.3%,95.7%,0.0%,0.0%,88.9%,11.1%,0.0%,0.0%,73.9%,26.1%,0.0%,0.0%,93.6%,1.3%,2.0%,3.1%,15.3%,70.4%,13.0%,0.6%,0.7%,0.0%,80.4%,10.8%,1.6%,7.1%,51.3%,41.7%,6.0%,0.4%,0.6%,0.0%,0.0%,13.0%,58.3%,19.5%,2.1%,7.1%,0.0%,87.6%,12.4%,0.0%,0.0%,78.8%,15.7%,5.4%,0.0%,77.1%,22.1%,0.9%,0.0%
,,Employed part time do not want full time,34.6%,1.4%,64.0%,19.4%,80.6%,0.0%,0.0%,84.7%,15.3%,0.0%,0.0%,74.8%,23.6%,1.6%,0.0%,97.2%,2.8%,0.0%,0.0%,24.2%,61.9%,10.4%,2.7%,0.9%,0.0%,88.1%,9.2%,2.6%,0.0%,47.1%,27.5%,20.2%,4.4%,0.0%,0.8%,0.0%,21.8%,54.3%,12.9%,7.7%,3.3%,0.0%,84.9%,13.5%,1.6%,0.0%,72.3%,22.4%,5.2%,0.0%,69.8%,26.1%,4.2%,0.0%
,,Unemployed,46.7%,12.5%,40.9%,39.8%,60.2%,0.0%,0.0%,81.8%,9.6%,8.6%,0.0%,64.3%,35.7%,0.0%,0.0%,56.2%,36.4%,7.3%,0.0%,20.5%,71.9%,2.8%,4.9%,0.0%,0.0%,45.2%,54.8%,0.0%,0.0%,23.7%,57.0%,16.0%,0.0%,3.3%,0.0%,0.0%,14.2%,54.6%,19.5%,10.8%,0.0%,0.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
